reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
,-1018.1116231533126,,,,,,,,,,,,,,
-658.6914395295657,,,,,,,,,,,,,,,
,,78162.821875,0.2,0.00076843967,0.0,1.0139497518539429,37776.4921875,-8.593219423294068,-0.0006603035842999816,0.0,119.65659552637307,-3.5762786865234375e-07,-940.6035591359926,2490,0.0003
,-1014.2283703988085,,,,,,,,,,,,,,
-954.9535844972327,,,,,,,,,,,,,,,
,-1138.7978167678812,,,,,,,,,,,,,,
-1030.680908200799,,,,,,,,,,,,,,,
,-1153.8190947413914,,,,,,,,,,,,,,
-1135.9674952010996,,,,,,,,,,,,,,,
,-1062.1727876107984,,,,,,,,,,,,,,
-1161.8494499243188,,,,,,,,,,,,,,,
,,79599.028515625,0.2,0.00015062783,0.0,1.0137484073638916,40366.84375,-8.593757152557373,-0.00016180428210645914,0.0,69.99857620667618,-4.76837158203125e-07,-905.5814139644257,2500,0.0003
,-1436.7051826037234,,,,,,,,,,,,,,
-1131.5789439598252,,,,,,,,,,,,,,,
,-1124.9590663569782,,,,,,,,,,,,,,
-1110.548412117732,,,,,,,,,,,,,,,
,-1119.4517512548541,,,,,,,,,,,,,,
-1341.9649033815986,,,,,,,,,,,,,,,
,-951.6982116669212,,,,,,,,,,,,,,
-1028.629685478881,,,,,,,,,,,,,,,
,,79842.98125,0.2,0.00058169407,0.0,1.011974811553955,38788.765625,-8.58886137008667,-0.0005659296468365938,0.0,153.91955458455325,-7.152557373046875e-07,-892.8689856913713,2510,0.0003
,-994.9564449773195,,,,,,,,,,,,,,
-1082.4703145970002,,,,,,,,,,,,,,,
,-1102.5861586721617,,,,,,,,,,,,,,
-1062.41619233073,,,,,,,,,,,,,,,
,-998.788109376889,,,,,,,,,,,,,,
-1065.0241793802466,,,,,,,,,,,,,,,
,-1032.4058632624362,,,,,,,,,,,,,,
-1067.673626190393,,,,,,,,,,,,,,,
,,81243.0546875,0.2,0.0007156199,0.0,1.010921597480774,41082.453125,-8.578636026382446,-0.0005807639681734145,0.0,29.375636983470837,-5.960464477539062e-07,-840.535559649867,2520,0.0003
,-1523.5932587593259,,,,,,,,,,,,,,
-993.4886284258558,,,,,,,,,,,,,,,
,-1002.1301511002164,,,,,,,,,,,,,,
-1066.5124101708338,,,,,,,,,,,,,,,
,-1201.8311095937813,,,,,,,,,,,,,,
-1012.7218873342408,,,,,,,,,,,,,,,
-968.2747400755385,,,,,,,,,,,,,,,
,-920.6648598386868,,,,,,,,,,,,,,
,,72895.4328125,0.2,0.00050669943,2.44140625e-05,1.0122730731964111,35337.4765625,-8.57889952659607,-0.0004913010256132111,0.0,110.23394824368023,-4.76837158203125e-07,-895.2318306021322,2530,0.0003
-712.4479674156476,,,,,,,,,,,,,,,
,-1082.6143810027652,,,,,,,,,,,,,,
-1339.3824645437885,,,,,,,,,,,,,,,
,-1118.5078502598299,,,,,,,,,,,,,,
-1018.7726297229844,,,,,,,,,,,,,,,
,-1029.7439962005305,,,,,,,,,,,,,,
-613.7087106782558,,,,,,,,,,,,,,,
,-976.0647706960972,,,,,,,,,,,,,,
-1061.2431404045117,,,,,,,,,,,,,,,
,-1002.9752059916449,,,,,,,,,,,,,,
,,77017.639453125,0.2,0.0010371833,0.0,1.012670636177063,37946.8984375,-8.586387586593627,-0.0008729057153686881,0.0,133.83293269830142,-3.5762786865234375e-07,-971.647122579074,2540,0.0003
-1201.4995388413788,,,,,,,,,,,,,,,
,-1005.3851752901841,,,,,,,,,,,,,,
-1160.4701705724801,,,,,,,,,,,,,,,
,-1069.5080179026231,,,,,,,,,,,,,,
-1064.0655025059284,,,,,,,,,,,,,,,
,-1028.375319044735,,,,,,,,,,,,,,
,-1240.254430748216,,,,,,,,,,,,,,
-1171.941060699807,,,,,,,,,,,,,,,
,,79710.849609375,0.2,0.0010426353,0.0,1.012743592262268,40616.171875,-8.586604499816895,-0.0006205704878084362,0.1,655.345815779806,-5.960464477539062e-07,-716.5330204297395,2550,0.0003
-1026.4582441322918,,,,,,,,,,,,,,,
,-1038.4609738248312,,,,,,,,,,,,,,
-651.6578619429362,,,,,,,,,,,,,,,
,-1509.2872598575427,,,,,,,,,,,,,,
-1033.6135030879595,,,,,,,,,,,,,,,
,-1061.2914705845226,,,,,,,,,,,,,,
,-963.3308694097516,,,,,,,,,,,,,,
-1092.2164359123701,,,,,,,,,,,,,,,
,,79770.532421875,0.2,0.0014759651,7.32421875e-05,1.0129014253616333,40194.91015625,-8.587781047821045,-0.00137458851095289,0.0,113.15816555362632,-5.960464477539062e-07,-854.5435144373162,2560,0.0003
,-1072.3467459791818,,,,,,,,,,,,,,
-1213.760313529445,,,,,,,,,,,,,,,
,-1118.391291655054,,,,,,,,,,,,,,
-1095.8724513809525,,,,,,,,,,,,,,,
,-1048.4679650726005,,,,,,,,,,,,,,
-1055.4392304984779,,,,,,,,,,,,,,,
,-1068.3173654895331,,,,,,,,,,,,,,
-1077.4749812522998,,,,,,,,,,,,,,,
,,78907.869921875,0.2,0.0011440935,4.8828125e-05,1.0125168561935425,38178.8828125,-8.587529420852661,-0.0005444202804937958,0.0,173.97974089100066,-8.344650268554688e-07,-953.124368981897,2570,0.0003
,-1152.9026921909208,,,,,,,,,,,,,,
-1082.9516068909638,,,,,,,,,,,,,,,
,-1037.2120412682264,,,,,,,,,,,,,,
-1099.6052369931008,,,,,,,,,,,,,,,
,-1050.8908178413928,,,,,,,,,,,,,,
-949.1318953793713,,,,,,,,,,,,,,,
,-1068.9671128662787,,,,,,,,,,,,,,
-1142.5642776498225,,,,,,,,,,,,,,,
,,72305.600390625,0.2,0.0009781336,0.0,1.0121937990188599,35424.078125,-8.584905290603638,-0.0008128704328555613,0.0,137.9716618600086,-5.960464477539062e-07,-958.4146692203607,2580,0.0003
,-1097.143241495264,,,,,,,,,,,,,,
-1055.8780370658183,,,,,,,,,,,,,,,
,-1126.7132763073741,,,,,,,,,,,,,,
-972.2970325929215,,,,,,,,,,,,,,,
,-962.3640172577009,,,,,,,,,,,,,,
-1097.6282925468856,,,,,,,,,,,,,,,
,-1126.062640230247,,,,,,,,,,,,,,
-1051.9787751407257,,,,,,,,,,,,,,,
,,73065.151953125,0.2,0.0015100965,4.8828125e-05,1.0128449201583862,36710.984375,-8.585287380218507,-0.0013936780742369592,0.0,171.7149833449058,-3.5762786865234375e-07,-902.0225713182983,2590,0.0003
,-1127.6584981027117,,,,,,,,,,,,,,
-1045.704155340151,,,,,,,,,,,,,,,
,-1177.048600765883,,,,,,,,,,,,,,
-1352.643059441545,,,,,,,,,,,,,,,
,-1270.2647062560295,,,,,,,,,,,,,,
-1004.4161852254452,,,,,,,,,,,,,,,
,-1207.0877570533446,,,,,,,,,,,,,,
-1243.0761213731353,,,,,,,,,,,,,,,
,-1224.644424146356,,,,,,,,,,,,,,
,,80247.384765625,0.2,0.00051083346,0.0,1.0131973028182983,37565.21875,-8.58915605545044,-0.00015805783914402127,0.1,706.8259467083582,-1.1920928955078125e-07,-709.1661476384922,2600,0.0003
-1284.5201603069038,,,,,,,,,,,,,,,
,-1170.403740663757,,,,,,,,,,,,,,
-998.5986693558283,,,,,,,,,,,,,,,
,-1122.7276128699436,,,,,,,,,,,,,,
-1057.1017303520334,,,,,,,,,,,,,,,
,-1061.8793083289597,,,,,,,,,,,,,,
-1154.507864060374,,,,,,,,,,,,,,,
,-1120.511686845602,,,,,,,,,,,,,,
,,74624.8546875,0.2,0.0021227319,0.000439453125,1.0133532285690308,35367.1328125,-8.590286350250244,-0.002023360930616036,0.0,178.7843282577631,-1.1920928955078125e-07,-886.3473868307943,2610,0.0003
-1091.106278715614,,,,,,,,,,,,,,,
,-980.6419036298773,,,,,,,,,,,,,,
-971.2626205850236,,,,,,,,,,,,,,,
,-1090.8213702946814,,,,,,,,,,,,,,
-1109.872119786206,,,,,,,,,,,,,,,
,-1023.799156251127,,,,,,,,,,,,,,
-1204.6084853379145,,,,,,,,,,,,,,,
,-1155.3893570399096,,,,,,,,,,,,,,
-1039.7255378474463,,,,,,,,,,,,,,,
,,76660.23125,0.2,0.0015767491,9.765625e-05,1.0121828317642212,38290.34765625,-8.58842453956604,-0.0009812692587729543,0.0,175.22417758253508,-4.76837158203125e-07,-1088.8732541543927,2620,0.0003
,-1160.022850564524,,,,,,,,,,,,,,
-1186.9542976993127,,,,,,,,,,,,,,,
,-959.9217002635723,,,,,,,,,,,,,,
-1161.9731215171587,,,,,,,,,,,,,,,
,-1146.3168747929085,,,,,,,,,,,,,,
-1096.5243679533542,,,,,,,,,,,,,,,
,-1031.4574359767053,,,,,,,,,,,,,,
-1164.813734666223,,,,,,,,,,,,,,,
,,78558.21640625,0.2,0.00033142616,0.0,1.0102993249893188,38992.1875,-8.578614521026612,-0.00010927246767096221,0.0,254.0173500904747,-4.76837158203125e-07,-1162.8211468424179,2630,0.0003
,-1267.1215725742359,,,,,,,,,,,,,,
-1018.0144515664739,,,,,,,,,,,,,,,
,-971.996198391272,,,,,,,,,,,,,,
-1211.1488843607665,,,,,,,,,,,,,,,
,-1011.3880833425934,,,,,,,,,,,,,,
-1030.007934702702,,,,,,,,,,,,,,,
,-1228.9311551682079,,,,,,,,,,,,,,
-1052.3802831406697,,,,,,,,,,,,,,,
,,73680.776953125,0.2,0.00088566955,0.0,1.010888934135437,34660.2265625,-8.572792959213256,-0.0009226588183082641,0.0,203.86436466507723,-3.5762786865234375e-07,-995.2100917479098,2640,0.0003
,-1055.6819425983317,,,,,,,,,,,,,,
-1146.3891466673003,,,,,,,,,,,,,,,
,-1097.7545645514733,,,,,,,,,,,,,,
-1119.961346669924,,,,,,,,,,,,,,,
,-1325.479177184075,,,,,,,,,,,,,,
-1213.361949825599,,,,,,,,,,,,,,,
,-1119.6789043728484,,,,,,,,,,,,,,
-1027.1035338209174,,,,,,,,,,,,,,,
,,78564.15078125,0.2,0.00091244973,0.0,1.011743426322937,40155.37109375,-8.579220628738403,-0.0005303890211507678,0.0,139.9783848539434,-3.5762786865234375e-07,-1018.4123326474953,2650,0.0003
,-1075.0890313899831,,,,,,,,,,,,,,
-1159.7782882915246,,,,,,,,,,,,,,,
,-1278.3855256846862,,,,,,,,,,,,,,
-1180.166706941659,,,,,,,,,,,,,,,
,-1064.2167961793189,,,,,,,,,,,,,,
-1051.4043494711111,,,,,,,,,,,,,,,
,-1104.678822151147,,,,,,,,,,,,,,
-1102.5325301154558,,,,,,,,,,,,,,,
,,78199.214453125,0.2,0.0010232229,0.0,1.0110384225845337,39765.5625,-8.580037927627563,-0.0007386861834675074,0.0,191.402657096054,-7.152557373046875e-07,-1046.711143170291,2660,0.0003
,-1122.1404016410604,,,,,,,,,,,,,,
-1126.5611091417068,,,,,,,,,,,,,,,
,-1156.6272036358914,,,,,,,,,,,,,,
-1040.6382362150412,,,,,,,,,,,,,,,
,-1210.6209834579126,,,,,,,,,,,,,,
-1024.9280361549113,,,,,,,,,,,,,,,
,-1072.6541787573087,,,,,,,,,,,,,,
-1027.4661138012184,,,,,,,,,,,,,,,
,,73474.4982421875,0.2,0.002970308,0.0013671875,1.0098165273666382,36544.95703125,-8.573486614227296,-0.0020117659820243715,0.0,216.50596019683513,-2.384185791015625e-07,-1242.054097919962,2670,0.0003
,-1189.3523936924516,,,,,,,,,,,,,,
-1151.6054374108712,,,,,,,,,,,,,,,
,-1231.3704815669473,,,,,,,,,,,,,,
-1110.0045251423958,,,,,,,,,,,,,,,
,-1038.5825493303703,,,,,,,,,,,,,,
-1013.1680837493216,,,,,,,,,,,,,,,
,-1073.1616440962594,,,,,,,,,,,,,,
-1016.5658693173036,,,,,,,,,,,,,,,
,,76265.81328125,0.2,0.00065054256,0.0,1.0091891288757324,37681.93359375,-8.567606878280639,-0.0002821515896357596,0.0,185.26719427392644,-4.76837158203125e-07,-1122.0401854794713,2680,0.0003
,-1049.750861099536,,,,,,,,,,,,,,
-1087.6552640072096,,,,,,,,,,,,,,,
,-1153.1445812350055,,,,,,,,,,,,,,
-1038.8407635235922,,,,,,,,,,,,,,,
,-1101.121264324897,,,,,,,,,,,,,,
-978.7422313439669,,,,,,,,,,,,,,,
,-1134.4203216976755,,,,,,,,,,,,,,
-1089.5583340004134,,,,,,,,,,,,,,,
,,74244.630078125,0.2,0.0014808762,0.0,1.0087443590164185,38920.48828125,-8.564969062805176,-0.000957994203781709,0.0,180.57892543921164,-2.384185791015625e-07,-1079.696486301647,2690,0.0003
,-1093.8307308445005,,,,,,,,,,,,,,
-1022.6089373160421,,,,,,,,,,,,,,,
,-1185.4964225125848,,,,,,,,,,,,,,
-1087.483552737775,,,,,,,,,,,,,,,
,-1113.2667725468557,,,,,,,,,,,,,,
-1102.5229770160495,,,,,,,,,,,,,,,
,-1046.3995342252376,,,,,,,,,,,,,,
-1034.4189325787386,,,,,,,,,,,,,,,
,,75024.740625,0.2,0.00082548475,0.0,1.0084888935089111,35853.49609375,-8.562471199035645,-0.0007569430279545486,0.0,257.50832353377393,-4.76837158203125e-07,-1052.2322658547005,2700,0.0003
,-1023.9255616521416,,,,,,,,,,,,,,
-1109.839936591227,,,,,,,,,,,,,,,
,-1010.5592215392135,,,,,,,,,,,,,,
-1121.0711553271162,,,,,,,,,,,,,,,
,-1098.6422818848382,,,,,,,,,,,,,,
-1002.9348084007803,,,,,,,,,,,,,,,
,-1077.6522955366522,,,,,,,,,,,,,,
-1163.8938494631523,,,,,,,,,,,,,,,
,,75110.1734375,0.2,0.00073345675,0.0,1.008131504058838,37783.53515625,-8.560681009292603,-0.00037661702372133733,0.0,279.95866667245093,-4.76837158203125e-07,-1088.9494452475114,2710,0.0003
,-1267.0034251312484,,,,,,,,,,,,,,
-1085.6486405983183,,,,,,,,,,,,,,,
,-1102.0048283813703,,,,,,,,,,,,,,
-1034.6514623873534,,,,,,,,,,,,,,,
,-1159.883338724908,,,,,,,,,,,,,,
-1045.1057437703716,,,,,,,,,,,,,,,
,-1066.8122231836182,,,,,,,,,,,,,,
-1156.3618494610307,,,,,,,,,,,,,,,
,-1215.2308368901195,,,,,,,,,,,,,,
,,78931.199609375,0.2,0.0013865926,2.44140625e-05,1.007812738418579,41917.1953125,-8.558220291137696,-0.0010109669994562865,0.0,214.9825160123427,-3.5762786865234375e-07,-1231.8641384675489,2720,0.0003
-1267.6021469759178,,,,,,,,,,,,,,,
,-1079.8766812323604,,,,,,,,,,,,,,
-1051.5508526056888,,,,,,,,,,,,,,,
,-1183.4483338988107,,,,,,,,,,,,,,
-1118.0419755111202,,,,,,,,,,,,,,,
,-1064.8741576769849,,,,,,,,,,,,,,
-953.3538419063846,,,,,,,,,,,,,,,
,-1039.051220976981,,,,,,,,,,,,,,
-1091.635097367813,,,,,,,,,,,,,,,
,,77282.171875,0.2,0.0005237373,0.0,1.0079318284988403,37411.421875,-8.557300186157226,-0.0004078009515069425,0.0,259.551511710821,-9.5367431640625e-07,-1057.0436378317365,2730,0.0003
,-1142.4519512785287,,,,,,,,,,,,,,
-673.6521059553717,,,,,,,,,,,,,,,
,-1129.6169637362034,,,,,,,,,,,,,,
-1169.225619448003,,,,,,,,,,,,,,,
,-1133.0394001045013,,,,,,,,,,,,,,
-1001.5763579746342,,,,,,,,,,,,,,,
,-1221.3044928131471,,,,,,,,,,,,,,
-1033.2281036828786,,,,,,,,,,,,,,,
,,77623.322265625,0.2,0.0009168334,0.0,1.0073115825653076,40901.05078125,-8.556593561172486,-0.0006437221367377788,0.0,263.84520813429185,-5.960464477539062e-07,-1161.4333638426735,2740,0.0003
,-1004.3424252479392,,,,,,,,,,,,,,
-974.1462637015696,,,,,,,,,,,,,,,
,-1108.1193316896074,,,,,,,,,,,,,,
-1199.3066069215206,,,,,,,,,,,,,,,
,-920.3511077436548,,,,,,,,,,,,,,
-1188.2262954555595,,,,,,,,,,,,,,,
,-1014.3451963213699,,,,,,,,,,,,,,
-1111.7935659157977,,,,,,,,,,,,,,,
,,74980.109765625,0.2,0.00065821875,0.0,1.0067803859710693,36665.88671875,-8.552380275726318,-0.0003861809382215142,0.0,251.9084566748869,-5.960464477539062e-07,-1042.1410107732736,2750,0.0003
,-1026.5232820583303,,,,,,,,,,,,,,
-1114.8171943886118,,,,,,,,,,,,,,,
,-1050.666111324327,,,,,,,,,,,,,,
-1274.3804563547633,,,,,,,,,,,,,,,
,-1070.5167638529313,,,,,,,,,,,,,,
-1144.2907988667987,,,,,,,,,,,,,,,
,-1167.9626805406222,,,,,,,,,,,,,,
-1052.716707689622,,,,,,,,,,,,,,,
,,79005.298046875,0.2,0.0005112151,0.0,1.0059994459152222,39694.28125,-8.549076032638549,-0.0004824375442694873,0.0,270.4211550773093,-8.344650268554688e-07,-1017.1500985030391,2760,0.0003
,-1220.1340265751726,,,,,,,,,,,,,,
-1061.3604664923885,,,,,,,,,,,,,,,
,-1277.9160991626281,,,,,,,,,,,,,,
-811.4448292112734,,,,,,,,,,,,,,,
,-1119.9243157370454,,,,,,,,,,,,,,
-1119.5010476917869,,,,,,,,,,,,,,,
,-1099.8947529805735,,,,,,,,,,,,,,
-1050.0307456176724,,,,,,,,,,,,,,,
,,77831.344921875,0.2,0.00076272653,0.0,1.006083369255066,41277.84375,-8.545931768417358,-0.0006962525250855834,0.0,173.0871361806094,-7.152557373046875e-07,-934.8407204720846,2770,0.0003
,-957.7751558800676,,,,,,,,,,,,,,
-1083.2256567385728,,,,,,,,,,,,,,,
,-932.3384416723427,,,,,,,,,,,,,,
-1018.1852873685945,,,,,,,,,,,,,,,
,-1142.5244095824846,,,,,,,,,,,,,,
-905.0738864747249,,,,,,,,,,,,,,,
,-909.5313709135586,,,,,,,,,,,,,,
-1074.9754424386176,,,,,,,,,,,,,,,
,-1036.792671080479,,,,,,,,,,,,,,
,,71124.89296875,0.2,0.0024180417,0.00087890625,1.00608491897583,39540.11328125,-8.547188329696656,-0.0017830414581112564,0.0,193.391432059988,-5.960464477539062e-07,-1064.6155760368288,2780,0.0003
-1119.9337821453262,,,,,,,,,,,,,,,
,-1043.8060776999541,,,,,,,,,,,,,,
-1016.823809130921,,,,,,,,,,,,,,,
,-1104.7215136580753,,,,,,,,,,,,,,
-973.983149707367,,,,,,,,,,,,,,,
,-1001.2457446639526,,,,,,,,,,,,,,
-1097.5844261103477,,,,,,,,,,,,,,,
,-957.2405913713253,,,,,,,,,,,,,,
,,74869.54453125,0.2,0.0012289498,7.32421875e-05,1.005171298980713,36351.8203125,-8.544432020187378,-0.0006298990563664119,0.0,148.90252132285062,-3.5762786865234375e-07,-968.4161059584961,2790,0.0003
-1045.5191807925935,,,,,,,,,,,,,,,
,-1074.9970833936381,,,,,,,,,,,,,,
-1076.3799413206943,,,,,,,,,,,,,,,
,-1107.7229419723076,,,,,,,,,,,,,,
-998.6782152444905,,,,,,,,,,,,,,,
,-921.3715501972401,,,,,,,,,,,,,,
-1109.6680261754252,,,,,,,,,,,,,,,
,-1166.8095747641505,,,,,,,,,,,,,,
-1182.791529995571,,,,,,,,,,,,,,,
,,77663.738671875,0.2,0.001110172,2.44140625e-05,1.0047210454940796,39130.40625,-8.539576625823974,-0.0006781863863579929,0.1,663.0909453742644,-4.76837158203125e-07,-771.6538235641067,2800,0.0003
,-1165.7881104416917,,,,,,,,,,,,,,
-1151.1727358649373,,,,,,,,,,,,,,,
,-1049.9643815146123,,,,,,,,,,,,,,
-981.522764318957,,,,,,,,,,,,,,,
,-1139.1008312121778,,,,,,,,,,,,,,
-1117.7671508300039,,,,,,,,,,,,,,,
,-1263.248185796711,,,,,,,,,,,,,,
-1233.880151595714,,,,,,,,,,,,,,,
,-1026.1404767389085,,,,,,,,,,,,,,
,,78615.932421875,0.2,0.000114986,0.0,1.0047739744186401,38296.44921875,-8.538658666610718,-2.5438022566959263e-05,0.0,137.96745137406177,-5.960464477539062e-07,-1010.138907449058,2810,0.0003
-1139.9939715065616,,,,,,,,,,,,,,,
,-994.2011228366258,,,,,,,,,,,,,,
-1023.9078456011591,,,,,,,,,,,,,,,
,-1026.3506804796248,,,,,,,,,,,,,,
-1074.5143014483497,,,,,,,,,,,,,,,
,-1044.7446553438726,,,,,,,,,,,,,,
-1075.4672395147531,,,,,,,,,,,,,,,
,-1177.0853114778624,,,,,,,,,,,,,,
,,77448.5640625,0.2,0.0010826208,0.0,1.0049210786819458,37607.90234375,-8.539600563049316,-0.0010007587145082653,0.0,130.31716862720177,-4.76837158203125e-07,-969.1164890720227,2820,0.0003
-1152.2290159519607,,,,,,,,,,,,,,,
,-1089.901733616042,,,,,,,,,,,,,,
-1011.4950852187267,,,,,,,,,,,,,,,
,-981.8591101601994,,,,,,,,,,,,,,
-1203.4739002344002,,,,,,,,,,,,,,,
,-1143.9974591665566,,,,,,,,,,,,,,
-1014.1189657842081,,,,,,,,,,,,,,,
,-1115.457211903947,,,,,,,,,,,,,,
,,74622.07421875,0.2,0.000695041,0.0,1.0041759014129639,37568.09765625,-8.538696765899658,-0.0005093942279927432,0.0,199.84206356994366,-2.384185791015625e-07,-1080.8239173614747,2830,0.0003
-1084.5883041688435,,,,,,,,,,,,,,,
,-1087.7096810826101,,,,,,,,,,,,,,
-964.3258952601051,,,,,,,,,,,,,,,
,-1016.7114109956126,,,,,,,,,,,,,,
-1161.6301769091076,,,,,,,,,,,,,,,
,-1055.5777520087238,,,,,,,,,,,,,,
-972.1668338552088,,,,,,,,,,,,,,,
,-1268.5705969364658,,,,,,,,,,,,,,
,,74255.726171875,0.2,0.0010906601,0.0,1.0046377182006836,37604.90625,-8.536147356033325,-0.0007717954576946795,0.0,231.51406383458175,-3.5762786865234375e-07,-1029.9676924418861,2840,0.0003
-1051.7490694331896,,,,,,,,,,,,,,,
,-1169.2275856646431,,,,,,,,,,,,,,
-1037.3584352395824,,,,,,,,,,,,,,,
,-1042.3766500627848,,,,,,,,,,,,,,
-1184.765278141441,,,,,,,,,,,,,,,
,-1038.3515359301252,,,,,,,,,,,,,,
-1108.520491936653,,,,,,,,,,,,,,,
,-1009.206695727092,,,,,,,,,,,,,,
,,74125.8765625,0.2,0.00071198144,0.0,1.0042060613632202,37301.0078125,-8.538574743270875,-0.00050332389655523,0.0,219.82702074393944,-4.76837158203125e-07,-1139.038560393709,2850,0.0003
-1066.4417321852507,,,,,,,,,,,,,,,
,-1167.5810802034557,,,,,,,,,,,,,,
-989.7827237375863,,,,,,,,,,,,,,,
,-1052.7319353810537,,,,,,,,,,,,,,
-1172.3821186089006,,,,,,,,,,,,,,,
,-1178.7332469539547,,,,,,,,,,,,,,
-1057.8846484916146,,,,,,,,,,,,,,,
,-986.9942196904937,,,,,,,,,,,,,,
,,72981.328125,0.2,0.00027866464,0.0,1.004499077796936,34746.1796875,-8.536066818237305,-0.0001016865368001163,0.0,137.96113889810925,-7.152557373046875e-07,-1046.6118669809987,2860,0.0003
-1200.3106400753372,,,,,,,,,,,,,,,
,-1050.068774349888,,,,,,,,,,,,,,
-1154.8011751595877,,,,,,,,,,,,,,,
,-1031.4891211398087,,,,,,,,,,,,,,
-1156.206867703078,,,,,,,,,,,,,,,
,-1227.6547776262928,,,,,,,,,,,,,,
-1175.348397816705,,,,,,,,,,,,,,,
,-1084.9044986534727,,,,,,,,,,,,,,
,,74326.903515625,0.2,0.001252138,0.0,1.0050311088562012,37983.68359375,-8.539719486236573,-0.0010891799116507172,0.0,192.49360804402116,-4.76837158203125e-07,-1207.616516846773,2870,0.0003
-1094.9377867305313,,,,,,,,,,,,,,,
,-1194.3022885419123,,,,,,,,,,,,,,
-1120.0851767379302,,,,,,,,,,,,,,,
,-1048.4056750658794,,,,,,,,,,,,,,
-1243.417726913774,,,,,,,,,,,,,,,
,-1258.2454033679294,,,,,,,,,,,,,,
-1267.469103314691,,,,,,,,,,,,,,,
,-1208.5278135975018,,,,,,,,,,,,,,
-1262.0454231455255,,,,,,,,,,,,,,,
,,80271.696484375,0.2,0.001622604,7.32421875e-05,1.0065158605575562,40446.21875,-8.544507694244384,-0.0013167729601264,0.0,145.91270059871644,-4.76837158203125e-07,-1206.978547155284,2880,0.0003
,-1172.1601253176864,,,,,,,,,,,,,,
-1083.3486082909137,,,,,,,,,,,,,,,
,-1173.7009584847833,,,,,,,,,,,,,,
-1216.6682975845827,,,,,,,,,,,,,,,
,-1172.4888165318123,,,,,,,,,,,,,,
-1039.6415543011306,,,,,,,,,,,,,,,
,-1090.2747869670395,,,,,,,,,,,,,,
-1134.6429080716384,,,,,,,,,,,,,,,
,-1032.696017713578,,,,,,,,,,,,,,
,,78850.509375,0.2,0.0015651237,0.000341796875,1.0077251195907593,39167.3203125,-8.55370626449585,-0.0011470714642200619,0.0,188.7041617923916,-5.960464477539062e-07,-1049.3987727490173,2890,0.0003
-1111.452512278779,,,,,,,,,,,,,,,
,-1144.301822855418,,,,,,,,,,,,,,
-1002.2242968939438,,,,,,,,,,,,,,,
,-1173.7044392298976,,,,,,,,,,,,,,
-1080.0744952094371,,,,,,,,,,,,,,,
,-1149.0467441700714,,,,,,,,,,,,,,
-1086.368301513169,,,,,,,,,,,,,,,
,-935.4605591677686,,,,,,,,,,,,,,
,,74873.8,0.2,0.0010911471,0.0,1.0084599256515503,37781.4609375,-8.559188270568848,-0.0006852044723927974,0.0,182.9565229962972,-7.152557373046875e-07,-966.7976132441306,2900,0.0003
-1014.7840063990985,,,,,,,,,,,,,,,
,-1164.1607104830669,,,,,,,,,,,,,,
-618.4025871375774,,,,,,,,,,,,,,,
,-1162.6674571078024,,,,,,,,,,,,,,
-1043.3649430559644,,,,,,,,,,,,,,,
,-1059.9535391472282,,,,,,,,,,,,,,
-1022.197311911739,,,,,,,,,,,,,,,
,-1155.1221707926659,,,,,,,,,,,,,,
,,75890.5703125,0.2,0.00029644667,0.0,1.007530927658081,36690.9921875,-8.559759092330932,-0.00015794719220139087,0.0,172.77822488873105,-3.5762786865234375e-07,-1022.1025695170523,2910,0.0003
-1159.228628913029,,,,,,,,,,,,,,,
,-1060.3511143792039,,,,,,,,,,,,,,
-1098.3479365248972,,,,,,,,,,,,,,,
,-992.7918776590541,,,,,,,,,,,,,,
-1054.8871281910083,,,,,,,,,,,,,,,
,-1032.866769652468,,,,,,,,,,,,,,
-1090.5103093993073,,,,,,,,,,,,,,,
,-1039.3804289511793,,,,,,,,,,,,,,
,,73665.59453125,0.2,0.0005921839,0.0,1.0067787170410156,35295.7890625,-8.553252840042115,-0.0004500458773691207,0.0,209.86006329530824,-4.76837158203125e-07,-1067.480964509347,2920,0.0003
-1045.185919293243,,,,,,,,,,,,,,,
,-1048.6603215564728,,,,,,,,,,,,,,
-1019.962106431587,,,,,,,,,,,,,,,
,-1105.2613572668643,,,,,,,,,,,,,,
-1078.1531477811725,,,,,,,,,,,,,,,
,-974.5457458119783,,,,,,,,,,,,,,
,-968.7003007584233,,,,,,,,,,,,,,
-1090.1994321654156,,,,,,,,,,,,,,,
,,74311.913671875,0.2,0.0007389641,0.0,1.0061966180801392,36499.1640625,-8.549888038635254,-0.0005512920150067657,0.0,188.75729982849307,-4.76837158203125e-07,-1074.8442798679976,2930,0.0003
,-1056.047495550986,,,,,,,,,,,,,,
-1134.1819920177936,,,,,,,,,,,,,,,
,-1136.0539092071663,,,,,,,,,,,,,,
-1020.0207403489376,,,,,,,,,,,,,,,
,-1095.9793620948196,,,,,,,,,,,,,,
-1212.8639318697537,,,,,,,,,,,,,,,
,-1031.5619153451419,,,,,,,,,,,,,,
-1170.9745913085512,,,,,,,,,,,,,,,
,-1048.4561427957126,,,,,,,,,,,,,,
