reward/env_0,reward/env_1,train/loss,train/policy_gradient_loss,eval/std_reward,train/value_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,eval/mean_reward,train/entropy_loss,eval/success_rate,train/clip_fraction,train/learning_rate,train/std
,,841.73095703125,-0.0007493475684896111,491.45820495835875,1876.0234069824219,1840,0.2,0.0006617347,0.6880674660205841,-843.0740511298966,-7.907267427444458,0.0,0.0,0.0003,0.9050132632255554
,-48.43292619192259,,,,,,,,,,,,,,
104.72157312328807,,,,,,,,,,,,,,,
,504.02520055310544,,,,,,,,,,,,,,
-33.8551839958453,,,,,,,,,,,,,,,
,56.34705982259337,,,,,,,,,,,,,,
76.41816623415875,,,,,,,,,,,,,,,
,20.207825219265338,,,,,,,,,,,,,,
35.12667226821516,,,,,,,,,,,,,,,
,-31.61576036004119,,,,,,,,,,,,,,
0.47372018745910793,,,,,,,,,,,,,,,
,14.600975686736508,,,,,,,,,,,,,,
54.85652671352691,,,,,,,,,,,,,,,
,,3159.45361328125,-0.00022931272396817804,441.6492916833345,6184.384838867188,1850,0.2,0.00024647434,0.2765016555786133,-778.4897806287509,-7.907568645477295,0.0,0.0,0.0003,0.90511554479599
,37.59996310590793,,,,,,,,,,,,,,
-58.722278082562205,,,,,,,,,,,,,,,
,8.495228114612004,,,,,,,,,,,,,,
-120.38981751036415,,,,,,,,,,,,,,,
,-24.732905158123767,,,,,,,,,,,,,,
-112.52447463964045,,,,,,,,,,,,,,,
,31.79423653878903,,,,,,,,,,,,,,
69.73070841308052,,,,,,,,,,,,,,,
,-60.14316181721532,,,,,,,,,,,,,,
336.0923629862578,,,,,,,,,,,,,,,
,11.90541948767121,,,,,,,,,,,,,,
-3.4322034606764675,,,,,,,,,,,,,,,
,,4369.87939453125,-0.000267812333186157,421.90019403013474,8794.345751953126,1860,0.2,0.00016087959,0.32652801275253296,-753.3332497341787,-7.908143806457519,0.0,0.0,0.0003,0.905134916305542
,70.0783284938586,,,,,,,,,,,,,,
-42.673571146405465,,,,,,,,,,,,,,,
,-46.102890336104686,,,,,,,,,,,,,,
17.659449931757358,,,,,,,,,,,,,,,
57.1015616314211,,,,,,,,,,,,,,,
,81.52902995169102,,,,,,,,,,,,,,
53.2252137091286,,,,,,,,,,,,,,,
,-27.78145499370977,,,,,,,,,,,,,,
87.56880613860201,,,,,,,,,,,,,,,
,34.74472237903005,,,,,,,,,,,,,,
286.4262197986939,,,,,,,,,,,,,,,
,73.48763176864207,,,,,,,,,,,,,,
86.38223277461871,,,,,,,,,,,,,,,
,-58.69765783958546,,,,,,,,,,,,,,
,,1850.0347900390625,-0.0004220896298647858,391.951103762762,3888.1005004882813,1870,0.2,0.0005561479,0.44699668884277344,-698.8964578721742,-7.906864666938782,0.0,0.0,0.0003,0.9045486450195312
9.710031554277629,,,,,,,,,,,,,,,
,46.84045268475257,,,,,,,,,,,,,,
21.561766489932115,,,,,,,,,,,,,,,
,28.001878214661247,,,,,,,,,,,,,,
17.870636170281557,,,,,,,,,,,,,,,
,63.97948963899044,,,,,,,,,,,,,,
538.0880605048847,,,,,,,,,,,,,,,
,31.094232743947124,,,,,,,,,,,,,,
-72.38260434529859,,,,,,,,,,,,,,,
,53.04350675749633,,,,,,,,,,,,,,
95.17366857837354,,,,,,,,,,,,,,,
,-29.76252615669169,,,,,,,,,,,,,,
,,3228.46484375,-0.00021997607545927168,378.27205855499983,6269.230053710938,1880,0.2,0.00031083374,0.3112470507621765,-572.8211347822129,-7.902458500862122,0.0,0.0,0.0003,0.9039276242256165
-80.0567709737783,,,,,,,,,,,,,,,
,64.4410912449249,,,,,,,,,,,,,,
-0.5193780611503911,,,,,,,,,,,,,,,
,52.411752191400865,,,,,,,,,,,,,,
43.01433044145508,,,,,,,,,,,,,,,
,-13.834308259345807,,,,,,,,,,,,,,
26.587223788809276,,,,,,,,,,,,,,,
,-19.812291186574235,,,,,,,,,,,,,,
52.10454201319569,,,,,,,,,,,,,,,
,-13.807742277368993,,,,,,,,,,,,,,
91.83513955918713,,,,,,,,,,,,,,,
,-84.1474441956522,,,,,,,,,,,,,,
30.87381477596002,,,,,,,,,,,,,,,
,-29.81095042220478,,,,,,,,,,,,,,
,,786.4132690429688,-0.00011791163124144077,373.40173290694463,1592.7600891113282,1890,0.2,8.697237e-05,0.7086917757987976,-665.93326487134,-7.899561095237732,0.0,0.0,0.0003,0.9037018418312073
22.236112258776885,,,,,,,,,,,,,,,
,294.5611298439115,,,,,,,,,,,,,,
40.62406392197992,,,,,,,,,,,,,,,
,8.890947977277552,,,,,,,,,,,,,,
16.0006245356066,,,,,,,,,,,,,,,
,16.91494375680496,,,,,,,,,,,,,,
30.767466562900957,,,,,,,,,,,,,,,
,284.7985727603752,,,,,,,,,,,,,,
225.97894733635198,,,,,,,,,,,,,,,
,26.552140471930517,,,,,,,,,,,,,,
312.2491887583963,,,,,,,,,,,,,,,
,-43.143408336260926,,,,,,,,,,,,,,
12.684164275345859,,,,,,,,,,,,,,,
,35.720252475999374,,,,,,,,,,,,,,
,,5635.9912109375,-0.00016532053705304862,377.86512104487366,11073.57958984375,1900,0.2,8.669235e-05,0.13036435842514038,-635.1207081546416,-7.898990035057068,0.0,0.0,0.0003,0.9037370085716248
36.16204295465759,,,,,,,,,,,,,,,
,31.046440871428423,,,,,,,,,,,,,,
-3.6497283708171664,,,,,,,,,,,,,,,
,-14.79539620609236,,,,,,,,,,,,,,
15.782456208818095,,,,,,,,,,,,,,,
,-15.564726510626741,,,,,,,,,,,,,,
-26.403753110769383,,,,,,,,,,,,,,,
,-19.775916598058267,,,,,,,,,,,,,,
327.231336113755,,,,,,,,,,,,,,,
,1.424187936514312,,,,,,,,,,,,,,
47.44167604571353,,,,,,,,,,,,,,,
,61.03019428645216,,,,,,,,,,,,,,
,52.52760635528254,,,,,,,,,,,,,,
-29.798434267506803,,,,,,,,,,,,,,,
,,1511.086181640625,-0.00044826301746070385,370.7851755244693,3768.7072143554688,1910,0.2,0.0003156893,0.4686277508735657,-701.9908656268889,-7.899109411239624,0.0,0.0,0.0003,0.903663158416748
296.67613852565245,,,,,,,,,,,,,,,
,262.1005499028267,,,,,,,,,,,,,,
23.24934765239222,,,,,,,,,,,,,,,
,38.703565865362535,,,,,,,,,,,,,,
98.65755990534282,,,,,,,,,,,,,,,
,43.34477248492713,,,,,,,,,,,,,,
-3.9961571890702743,,,,,,,,,,,,,,,
,94.57870244681052,,,,,,,,,,,,,,
39.11464559588906,,,,,,,,,,,,,,,
,34.71092916362538,,,,,,,,,,,,,,
50.09626607184504,,,,,,,,,,,,,,,
,336.11582151776116,,,,,,,,,,,,,,
,,4909.32958984375,-0.0004802238312549889,465.61840451309973,8342.363354492187,1920,0.2,0.00031272808,0.20458942651748657,-745.1198555622121,-7.898107194900513,0.0,0.0,0.0003,0.9034463763237
26.647988252349442,,,,,,,,,,,,,,,
,-13.39336133558551,,,,,,,,,,,,,,
,55.27306666946756,,,,,,,,,,,,,,
8.074921094782525,,,,,,,,,,,,,,,
,38.27995127732712,,,,,,,,,,,,,,
43.58937690905475,,,,,,,,,,,,,,,
,97.17058415287984,,,,,,,,,,,,,,
35.19073400282723,,,,,,,,,,,,,,,
,-43.243701651138565,,,,,,,,,,,,,,
13.394912028644677,,,,,,,,,,,,,,,
,-25.77057099788241,,,,,,,,,,,,,,
36.95063633776503,,,,,,,,,,,,,,,
,12.651483306550526,,,,,,,,,,,,,,
5.934983084468501,,,,,,,,,,,,,,,
,,629.7075805664062,-0.0004932550946250558,424.53493383341385,1212.3219909667969,1930,0.2,0.00031431028,0.7721271365880966,-773.6306232296895,-7.8967464685440065,0.0,0.0,0.0003,0.9033296704292297
,51.70927515730425,,,,,,,,,,,,,,
56.82256029539516,,,,,,,,,,,,,,,
,104.85426719954879,,,,,,,,,,,,,,
-16.9750899146097,,,,,,,,,,,,,,,
,-17.756423767730535,,,,,,,,,,,,,,
52.58525497825582,,,,,,,,,,,,,,,
,-42.79680525106363,,,,,,,,,,,,,,
-3.4283847540213146,,,,,,,,,,,,,,,
,195.19725714831725,,,,,,,,,,,,,,
218.65294017746754,,,,,,,,,,,,,,,
,69.4681453525696,,,,,,,,,,,,,,
6.488571199393076,,,,,,,,,,,,,,,
,,3215.055908203125,-0.0002457866328768432,391.0239353769333,6206.54697265625,1940,0.2,0.00023021743,0.3363044857978821,-674.4149109559725,-7.89622688293457,0.0,0.0,0.0003,0.9032238125801086
,7.04091034540698,,,,,,,,,,,,,,
-61.35128058674643,,,,,,,,,,,,,,,
,76.31268840686457,,,,,,,,,,,,,,
89.75056887252643,,,,,,,,,,,,,,,
,27.743779150237252,,,,,,,,,,,,,,
-97.32900725481612,,,,,,,,,,,,,,,
,16.20797057079188,,,,,,,,,,,,,,
24.791270079608573,,,,,,,,,,,,,,,
,23.540104733089862,,,,,,,,,,,,,,
,282.93155808211145,,,,,,,,,,,,,,
117.42362932567008,,,,,,,,,,,,,,,
,33.32125293117341,,,,,,,,,,,,,,
-95.11517715556162,,,,,,,,,,,,,,,
,,1834.6827392578125,-0.0008960541512351483,378.04907924052554,3809.493786621094,1950,0.2,0.0011950035,0.48345136642456055,-658.0013223907335,-7.895123887062073,0.0,0.0,0.0003,0.9029344916343689
,28.873777469772257,,,,,,,,,,,,,,
233.62329583447053,,,,,,,,,,,,,,,
,92.1353212406387,,,,,,,,,,,,,,
78.10091045119928,,,,,,,,,,,,,,,
,11.694096531874132,,,,,,,,,,,,,,
-82.36537552695845,,,,,,,,,,,,,,,
,-19.849326443046774,,,,,,,,,,,,,,
1.212584557985275,,,,,,,,,,,,,,,
,29.90457239676145,,,,,,,,,,,,,,
69.86579125887411,,,,,,,,,,,,,,,
,-24.79328549161079,,,,,,,,,,,,,,
87.2904535182729,,,,,,,,,,,,,,,
,-45.52775963552773,,,,,,,,,,,,,,
100.38162103997294,,,,,,,,,,,,,,,
,,2623.122802734375,-0.0005974723724648356,379.56933719003695,4048.1034423828123,1960,0.2,0.0008197378,0.4306694269180298,-602.7132951096326,-7.893728041648865,0.0,0.0,0.0003,0.9029405117034912
,118.92278402003535,,,,,,,,,,,,,,
4.128606418124116,,,,,,,,,,,,,,,
,-24.12786049439034,,,,,,,,,,,,,,
56.25998958212464,,,,,,,,,,,,,,,
,45.49148020299532,,,,,,,,,,,,,,
45.30736398038357,,,,,,,,,,,,,,,
,16.069308553424285,,,,,,,,,,,,,,
,-61.02107639824017,,,,,,,,,,,,,,
370.74858020092523,,,,,,,,,,,,,,,
,96.07823040851224,,,,,,,,,,,,,,
2.3956290033749412,,,,,,,,,,,,,,,
-13.526102195392525,,,,,,,,,,,,,,,
,37.974425559140016,,,,,,,,,,,,,,
,,2664.331787109375,-0.0006189917039591819,430.6653284679941,5693.9958984375,1970,0.2,0.00090595847,0.30080991983413696,-719.7679528597814,-7.894509100914002,0.0,0.0,0.0003,0.9030371308326721
,56.06541815877191,,,,,,,,,,,,,,
83.7269188953802,,,,,,,,,,,,,,,
,47.739019684012455,,,,,,,,,,,,,,
318.8277465255079,,,,,,,,,,,,,,,
,35.356043886884876,,,,,,,,,,,,,,
46.17433040592854,,,,,,,,,,,,,,,
,99.59595800657729,,,,,,,,,,,,,,
53.395652024949435,,,,,,,,,,,,,,,
,-96.12900515513176,,,,,,,,,,,,,,
69.54817413956289,,,,,,,,,,,,,,,
,68.12719563011969,,,,,,,,,,,,,,
-58.51046455307761,,,,,,,,,,,,,,,
,4.896052033662452,,,,,,,,,,,,,,
-2.435419083082013,,,,,,,,,,,,,,,
,,2072.55126953125,-0.0024511299590812994,512.2804177925731,3763.5163818359374,1980,0.2,0.004387268,0.42975854873657227,-931.0862114876957,-7.894942688941955,0.0,0.0052001953125,0.0003,0.9031246304512024
,58.80732932660459,,,,,,,,,,,,,,
70.34707186098476,,,,,,,,,,,,,,,
,-42.74336193609472,,,,,,,,,,,,,,
-47.51623830515177,,,,,,,,,,,,,,,
-8.422310553138528,,,,,,,,,,,,,,,
,112.20353675757693,,,,,,,,,,,,,,
3.255125173914749,,,,,,,,,,,,,,,
,-104.94660597480554,,,,,,,,,,,,,,
22.526129154715495,,,,,,,,,,,,,,,
,-3.2678714734563044,,,,,,,,,,,,,,
47.10497544087956,,,,,,,,,,,,,,,
,-12.896095840023037,,,,,,,,,,,,,,
-2.1612779119075127,,,,,,,,,,,,,,,
,,858.8571166992188,-0.0004120368976145983,527.4835775670766,1811.2541076660157,1990,0.2,0.0011428993,0.699442982673645,-1079.315250495346,-7.8954500436782835,0.0,0.0,0.0003,0.9032189846038818
33.994129973616324,,,,,,,,,,,,,,,
,-143.76097166637138,,,,,,,,,,,,,,
-73.34943564507084,,,,,,,,,,,,,,,
,21.91427320893343,,,,,,,,,,,,,,
41.089963340247756,,,,,,,,,,,,,,,
,89.09794973618189,,,,,,,,,,,,,,
3.6007983463144684,,,,,,,,,,,,,,,
,-60.96732628029368,,,,,,,,,,,,,,
220.35351027123798,,,,,,,,,,,,,,,
,42.619803435315774,,,,,,,,,,,,,,
-24.5978128625326,,,,,,,,,,,,,,,
,4.570128374678072,,,,,,,,,,,,,,
,,2330.615234375,-0.0005907030252274125,415.0103005386917,4438.869030761719,2000,0.2,0.0005068154,0.45631104707717896,-911.6324378090185,-7.896255898475647,0.0,0.0,0.0003,0.9033529758453369
23.529665836773372,,,,,,,,,,,,,,,
,37.08770607395034,,,,,,,,,,,,,,
84.65617781067479,,,,,,,,,,,,,,,
,294.50063773220734,,,,,,,,,,,,,,
76.1034991104999,,,,,,,,,,,,,,,
,-55.67938428567517,,,,,,,,,,,,,,
-18.16129842637291,,,,,,,,,,,,,,,
,28.439015237749164,,,,,,,,,,,,,,
-8.409738948436672,,,,,,,,,,,,,,,
,13.005956935182354,,,,,,,,,,,,,,
73.56239109741185,,,,,,,,,,,,,,,
,-67.06836509185396,,,,,,,,,,,,,,
-9.306105599343008,,,,,,,,,,,,,,,
,,1617.184814453125,-0.0006252368679270148,362.90003950399256,3902.8465087890627,2010,0.2,0.0010140409,0.4233941435813904,-814.2657280955302,-7.896318054199218,0.0,0.0,0.0003,0.9031675457954407
,-52.09543485712063,,,,,,,,,,,,,,
66.26944124001038,,,,,,,,,,,,,,,
,41.13635005903702,,,,,,,,,,,,,,
-125.84953833672276,,,,,,,,,,,,,,,
,39.20333567745953,,,,,,,,,,,,,,
-232.6937848191999,,,,,,,,,,,,,,,
,90.58796629513407,,,,,,,,,,,,,,
-86.7370646539387,,,,,,,,,,,,,,,
,229.27143238020818,,,,,,,,,,,,,,
40.46463661674089,,,,,,,,,,,,,,,
,37.588839903636284,,,,,,,,,,,,,,
33.97935446073327,,,,,,,,,,,,,,,
,36.66384161263103,,,,,,,,,,,,,,
,,2365.164794921875,-0.0004913880722597242,437.3454514471488,5028.768579101563,2020,0.2,0.00060642714,0.4141855835914612,-856.3603996603091,-7.894587159156799,0.0,0.0,0.0003,0.9029038548469543
64.97882641606252,,,,,,,,,,,,,,,
,81.14410833130087,,,,,,,,,,,,,,
83.51186118613334,,,,,,,,,,,,,,,
,-35.52880790299291,,,,,,,,,,,,,,
275.9238970859485,,,,,,,,,,,,,,,
,22.631176434222812,,,,,,,,,,,,,,
29.147990197656373,,,,,,,,,,,,,,,
,107.87479871372379,,,,,,,,,,,,,,
56.82553715800841,,,,,,,,,,,,,,,
,27.465148183491586,,,,,,,,,,,,,,
5.137525049056518,,,,,,,,,,,,,,,
,-45.80312571377807,,,,,,,,,,,,,,
-1.593118711080996,,,,,,,,,,,,,,,
,319.7400409735292,,,,,,,,,,,,,,
,,3141.425537109375,-0.000264747443725355,376.9128503435379,6447.654077148438,2030,0.2,0.0004300667,0.29629868268966675,-795.2976006832088,-7.893323016166687,0.0,0.0,0.0003,0.9028289318084717
,74.28762333189138,,,,,,,,,,,,,,
-0.3587164166672693,,,,,,,,,,,,,,,
,53.90526161688608,,,,,,,,,,,,,,
13.054901920350494,,,,,,,,,,,,,,,
,257.22186934581663,,,,,,,,,,,,,,
16.63841775390498,,,,,,,,,,,,,,,
,55.079152072339866,,,,,,,,,,,,,,
-39.475070585610055,,,,,,,,,,,,,,,
,94.25870073083027,,,,,,,,,,,,,,
27.028103383086158,,,,,,,,,,,,,,,
,68.17157942753333,,,,,,,,,,,,,,
-100.10081276954887,,,,,,,,,,,,,,,
,,2011.6798095703125,-0.0006063362350687384,399.0792276769925,3614.1220886230467,2040,0.2,0.00082152116,0.4703693985939026,-775.9357039360276,-7.893513226509095,0.0,0.0,0.0003,0.9029662013053894
,76.02351810151492,,,,,,,,,,,,,,
335.4768644511188,,,,,,,,,,,,,,,
,59.40634510194629,,,,,,,,,,,,,,
-45.186369477827576,,,,,,,,,,,,,,,
,41.215222123070916,,,,,,,,,,,,,,
266.99134839986414,,,,,,,,,,,,,,,
,0.35451816449741785,,,,,,,,,,,,,,
-1.0441742565805385,,,,,,,,,,,,,,,
,-43.72939071597529,,,,,,,,,,,,,,
65.99628661141176,,,,,,,,,,,,,,,
,38.084218663718204,,,,,,,,,,,,,,
65.81496426515837,,,,,,,,,,,,,,,
,28.49080350111496,,,,,,,,,,,,,,
-45.50983466026911,,,,,,,,,,,,,,,
,,2580.3447265625,-0.0001930848229676485,375.1352797784987,6261.14990234375,2050,0.2,0.0009307448,0.2976236343383789,-639.4624172171008,-7.894657444953919,0.0,0.0,0.0003,0.9031319618225098
,-26.74708518156556,,,,,,,,,,,,,,
-68.90732815459592,,,,,,,,,,,,,,,
,83.0510409109665,,,,,,,,,,,,,,
53.05980424128137,,,,,,,,,,,,,,,
,41.377095257858585,,,,,,,,,,,,,,
57.9506086744243,,,,,,,,,,,,,,,
,18.850053407825946,,,,,,,,,,,,,,
103.87496547804787,,,,,,,,,,,,,,,
,311.36613006412017,,,,,,,,,,,,,,
274.06831844557666,,,,,,,,,,,,,,,
,40.046636760061176,,,,,,,,,,,,,,
32.252249602327005,,,,,,,,,,,,,,,
,287.2625710387423,,,,,,,,,,,,,,
273.9482729923083,,,,,,,,,,,,,,,
,,5696.5595703125,-0.0004003775306046009,375.2908523424688,11719.2998046875,2060,0.2,0.00020611503,0.1571921706199646,-631.8150786486516,-7.895287942886353,0.0,0.0,0.0003,0.9031374454498291
,90.53343406142457,,,,,,,,,,,,,,
115.49630338761321,,,,,,,,,,,,,,,
,49.85992790226707,,,,,,,,,,,,,,
18.878462520886494,,,,,,,,,,,,,,,
,42.19286157001249,,,,,,,,,,,,,,
-57.38182228893461,,,,,,,,,,,,,,,
,101.15604748084868,,,,,,,,,,,,,,
296.1234848853286,,,,,,,,,,,,,,,
,15.899244563475538,,,,,,,,,,,,,,
208.75775202926647,,,,,,,,,,,,,,,
,271.5813118980009,,,,,,,,,,,,,,
57.71603113304038,,,,,,,,,,,,,,,
,300.68234263608804,,,,,,,,,,,,,,
38.55815388286507,,,,,,,,,,,,,,,
,,7373.42138671875,-0.00020760949118994176,393.4468720058323,13459.972900390625,2070,0.2,0.00012623523,0.15817975997924805,-702.2917440920941,-7.89494149684906,0.0,0.0,0.0003,0.9030680656433105
,26.234027535038013,,,,,,,,,,,,,,
84.90081452592872,,,,,,,,,,,,,,,
,10.623107713719122,,,,,,,,,,,,,,
48.10040926264547,,,,,,,,,,,,,,,
,55.93498667554144,,,,,,,,,,,,,,
46.32401104844056,,,,,,,,,,,,,,,
,44.94449342973547,,,,,,,,,,,,,,
75.00844151719869,,,,,,,,,,,,,,,
,66.83499115133479,,,,,,,,,,,,,,
232.39568574140895,,,,,,,,,,,,,,,
,58.86576098613398,,,,,,,,,,,,,,
-13.593395237246721,,,,,,,,,,,,,,,
,40.79017711749734,,,,,,,,,,,,,,
,,2063.8896484375,-2.400795929133892e-05,376.78256435186336,3957.3816650390627,2080,0.2,1.4781603e-05,0.45040494203567505,-574.6048483611509,-7.894584202766419,0.0,0.0,0.0003,0.9030300974845886
10.952168608998573,,,,,,,,,,,,,,,
,34.1336785893899,,,,,,,,,,,,,,
-121.5843437681015,,,,,,,,,,,,,,,
,85.08759631397336,,,,,,,,,,,,,,
55.678341062507684,,,,,,,,,,,,,,,
,40.87588170300257,,,,,,,,,,,,,,
1.5776843601575308,,,,,,,,,,,,,,,
,70.10379449006516,,,,,,,,,,,,,,
67.74785938447235,,,,,,,,,,,,,,,
,-29.801862604874657,,,,,,,,,,,,,,
47.31360367305105,,,,,,,,,,,,,,,
,31.79234438017221,,,,,,,,,,,,,,
25.78827104408241,,,,,,,,,,,,,,,
,,1686.8153076171875,-0.00012801465927623213,358.3575635187382,3803.1185913085938,2090,0.2,9.272971e-05,0.4889679551124573,-622.3679526575879,-7.894548392295837,0.0,0.0,0.0003,0.9030759334564209
,274.7618094566104,,,,,,,,,,,,,,
13.866148600932132,,,,,,,,,,,,,,,
,264.88293609281357,,,,,,,,,,,,,,
-10.565600413714373,,,,,,,,,,,,,,,
,-11.808803193527696,,,,,,,,,,,,,,
50.01632083147725,,,,,,,,,,,,,,,
,21.201836208507945,,,,,,,,,,,,,,
331.63660767619785,,,,,,,,,,,,,,,
,-18.56214071250692,,,,,,,,,,,,,,
300.12727898419405,,,,,,,,,,,,,,,
,75.24222543154092,,,,,,,,,,,,,,
79.82814861372627,,,,,,,,,,,,,,,
,29.958440237968055,,,,,,,,,,,,,,
,,4469.728515625,-0.0004151960252784193,353.032928526021,10073.786474609375,2100,0.2,0.0002856314,0.25297701358795166,-630.6464160746835,-7.895062184333801,0.0,0.0,0.0003,0.9031686186790466
-149.21698986513366,,,,,,,,,,,,,,,
,-60.21043449067226,,,,,,,,,,,,,,
-52.607794043347596,,,,,,,,,,,,,,,
,9.631989756498609,,,,,,,,,,,,,,
292.3104149796057,,,,,,,,,,,,,,,
,33.09331831621809,,,,,,,,,,,,,,
67.47913482268741,,,,,,,,,,,,,,,
,241.001102658961,,,,,,,,,,,,,,
38.95607269074869,,,,,,,,,,,,,,,
,26.539591061897944,,,,,,,,,,,,,,
-107.70306325544092,,,,,,,,,,,,,,,
,2.654658508217506,,,,,,,,,,,,,,
26.239359374546602,,,,,,,,,,,,,,,
,,3763.88720703125,-0.0001416488958057016,357.3562965273265,6713.454736328125,2110,0.2,0.00013327702,0.3213997483253479,-587.7163478895284,-7.89544370174408,0.0,0.0,0.0003,0.9031524658203125
,-58.079444858171925,,,,,,,,,,,,,,
-74.3935491911246,,,,,,,,,,,,,,,
,-18.695031683157104,,,,,,,,,,,,,,
